RUN,"Número de estudiante","sigla curso","Periodo curso",Calificación,Nota
12795421,1647,DS034002,2020-02,SO,7
20191339,4436,HF023450,2020-01,B,5
18662040,4476,HF025155,2021-01,SO,7
21068701,4429,HF023450,2020-01,B,5
21118826,4403,HF025155,2023-02,SO,7
16806792,4484,HF025155,2023-02,SO,7
12543494,4510,HF023451,2020-01,B,5
17985998,1611,DS035155,2023-01,SO,7
20027174,1659,DS035155,2023-01,SO,7
19970014,4494,HF023451,2020-01,I,3
19970014,4494,HF023451,2020-01,NP,
15171681,1644,DS035155,2023-01,SO,7
17490336,4452,HF023451,2020-01,NP,
15142101,1702,DS035155,2023-01,SO,7
13822388,4442,HF023451,2020-01,B,5
21200617,4480,HF025157,2020-02,SO,6
20157432,4491,HF025157,2020-02,SO,6
19267504,4399,HF023451,2020-01,I,3
20192783,1629,DS035155,2023-01,SO,7
20191339,4436,HF023451,2020-01,B,5
16279340,4477,HF023479,2022-02,B,5
19952506,4426,HF023451,2020-01,B,5
21068701,4429,HF023451,2020-01,MB,6
16053161,4527,HF023451,2020-01,I,3
14442378,4490,HF023479,2022-02,SU,4
19762469,4420,HF023479,2022-02,B,5
14119965,4432,HF023451,2020-01,B,5
18828212,4428,HF023479,2022-02,SU,4
12543494,4510,HF023453,2020-01,MB,6
13435220,4413,HF023479,2022-02,SU,4
19657588,4455,HF023453,2020-01,MB,6
17517752,4523,HF023453,2020-01,MB,6
13822388,4442,HF023453,2020-01,B,5
14596691,4422,HF023479,2023-01,SU,4
18272995,4397,HF023479,2023-01,SU,4
13841047,3169,DV025164,2021-01,SO,6
16478440,4500,HF023479,2023-01,SU,4
18304430,4472,HF023479,2023-01,B,5
14904440,4423,HF023479,2023-02,MB,6
20191339,4436,HF023453,2020-01,B,5
18348469,4417,HF023479,2023-02,SU,4
13960607,4418,HF024000,2020-02,MB,6
19405548,4529,HF024000,2020-02,B,5
19172971,4488,HF024000,2020-02,MB,6
17211931,4402,HF024000,2020-02,B,5
18744284,4435,HF024000,2020-02,B,5
19267504,4399,HF024000,2020-02,B,5
18304430,4472,HF024000,2020-02,SO,6
20338440,4450,HF024000,2020-02,SU,4
15795490,4414,HF024000,2020-02,B,5
12795797,4489,HF024000,2020-02,B,5
19952506,4426,HF023453,2020-01,SU,4
21068701,4429,HF023453,2020-01,B,5
19970014,4494,HF024000,2021-01,B,5
14442378,4490,HF024000,2021-01,B,5
15918671,4460,HF024000,2021-01,B,5
16347110,4501,HF024000,2021-01,B,5
17574739,4449,HF024000,2021-02,SO,6
16806792,4484,HF024000,2021-02,B,5
14119965,4432,HF023453,2020-01,MB,6
15646352,4508,HF024000,2023-01,B,5
15595565,4470,HF024000,2023-01,B,5
19778056,4465,HF024000,2023-01,B,5
18828212,4428,HF024000,2023-01,MB,6
20002465,4471,HF024000,2023-02,B,5
14103892,1684,DS033479,2022-02,SU,4
17811267,1663,DS033479,2022-02,SU,4
21322451,1645,DS033479,2023-01,MB,6
17626956,3098,DV023479,2022-02,B,5
16281833,3119,DV023479,2023-01,B,5
18666480,3168,DV023479,2023-02,SU,4
13230236,3140,DV023479,2023-02,SU,4
20082058,1622,DS034000,2020-02,SO,6
13267922,1640,DS034000,2020-02,SO,6
14103892,1684,DS034000,2020-02,MB,6
20243533,1680,DS034000,2020-02,SO,6
21311679,1691,DS034000,2020-02,MB,6
12553889,1615,DS034000,2020-02,SO,6
20562548,1613,DS034000,2020-02,MB,6
20749348,1712,DS034000,2021-01,MB,6
14268252,1709,DS034000,2022-01,SO,6
13829408,1695,DS034000,2023-01,B,5
16610969,1696,DS034000,2023-01,MB,6
13713026,1673,DS034000,2023-01,SO,6
15688789,1821,DS034000,2023-01,MB,6
15828333,1625,DS034000,2023-01,MB,6
13214884,1617,DS034000,2023-01,SO,6
12443334,1607,DS034000,2023-01,SO,6
19905939,3115,DV024000,2021-01,MB,6
18666480,3168,DV024000,2021-01,B,5
20191339,4436,HF023457,2020-02,B,5
21016250,3141,DV024000,2021-01,SU,4
21609334,3124,DV024000,2021-01,MB,6
15346689,4502,HF024090,2020-01,M,2
16281833,3119,DV024000,2023-01,MB,6
12543494,4510,HF024090,2020-01,MB,6
17574739,4449,HF023457,2020-02,B,5
15646352,4508,HF023457,2020-02,MB,6
19657588,4455,HF024090,2020-01,SO,6
21200617,4480,HF023457,2020-02,B,5
18348469,4417,HF023457,2020-02,SU,4
15632990,4485,HF025158,2021-01,SU,4
17517752,4523,HF024090,2020-01,B,5
13822388,4442,HF024090,2020-01,SO,6
15795490,4414,HF023457,2020-02,MB,6
21200617,4480,HF025158,2021-01,SO,6
12869295,4513,HF023457,2020-02,B,5
19444064,4424,HF025158,2022-01,MB,6
19762469,4420,HF025158,2022-01,SO,6
20191339,4436,HF024090,2020-01,I,3
17574739,4449,HF025158,2022-02,MB,6
21311679,1691,DS035158,2022-01,B,5
19952506,4426,HF024090,2020-01,SU,4
21068701,4429,HF024090,2020-01,SO,6
16933168,1646,DS035158,2023-01,SO,6
15942757,1624,DS035158,2023-01,B,5
14119965,4432,HF024090,2020-01,SU,4
17811267,1663,DS035158,2023-01,MB,6
15346689,4502,HF024002,2020-02,SU,4
14451986,4519,HF024002,2020-02,SO,6
14047988,4398,HF024002,2020-02,B,5
19549263,4434,HF024002,2020-02,B,5
15621242,4443,HF024002,2020-02,MB,6
13960607,4418,HF024002,2021-01,MB,6
15613350,4521,HF024002,2021-01,MB,6
19405548,4529,HF024002,2021-01,B,5
15595565,4470,HF024002,2021-01,B,5
19172971,4488,HF024002,2021-01,MB,6
19267504,4399,HF024002,2021-01,MB,6
19778056,4465,HF024002,2021-01,MB,6
16347110,4501,HF024002,2021-01,B,5
19470798,4439,HF024002,2021-02,MB,6
15117353,4505,HF024002,2021-02,MB,6
21085136,4487,HF024002,2021-02,MB,6
18348469,4417,HF024002,2021-02,SO,6
12543494,4510,HF024440,2020-01,SO,6
17537924,4496,HF024002,2022-02,B,5
17301280,4406,HF024002,2022-02,SU,4
21118826,4403,HF024002,2022-02,B,5
12997983,4409,HF024002,2022-02,B,5
20718881,4446,HF024002,2022-02,B,5
16448085,4448,HF024002,2022-02,MB,6
12423388,4430,HF024002,2022-02,B,5
18828212,4428,HF024002,2023-01,SO,6
19657588,4455,HF024440,2020-01,B,5
13435220,4413,HF024002,2023-01,MB,6
13829408,1695,DS034002,2020-02,SO,6
12660275,1689,DS034002,2020-02,SO,6
20082058,1622,DS034002,2020-02,SO,6
17517752,4523,HF024440,2020-01,SO,6
13822388,4442,HF024440,2020-01,B,5
15142101,1702,DS034002,2020-02,MB,6
14268252,1709,DS034002,2020-02,SO,6
18537729,1637,DS034002,2020-02,SO,6
17220021,1636,DS034002,2020-02,SO,6
20811683,1621,DS034002,2020-02,SO,6
13713616,1609,DS034002,2020-02,MB,6
16933168,1646,DS034002,2020-02,B,5
16028850,1703,DS034002,2020-02,MB,6
18721896,1603,DS034002,2021-01,SO,6
12589900,1604,DS034002,2021-01,SO,6
17775854,1655,DS034002,2021-01,SU,4
19149868,1682,DS034002,2021-02,MB,6
21322451,1645,DS034002,2021-02,MB,6
21311679,1691,DS034002,2022-01,MB,6
13010949,1671,DS034002,2022-02,MB,6
19952506,4426,HF024440,2020-01,B,5
12590643,3114,DV024002,2020-02,MB,6
16660225,3162,DV024002,2020-02,SO,6
12660275,1689,DS033457,2020-02,B,5
13713616,1609,DS033457,2020-02,B,5
20749348,1712,DS033457,2020-02,SU,4
16933168,1646,DS033457,2020-02,B,5
13010949,1671,DS033457,2020-02,B,5
21016250,3141,DV024002,2022-02,MB,6
13230236,3140,DV024002,2022-02,MB,6
15810654,3122,DV024002,2022-02,SO,6
17626956,3098,DV024002,2022-02,MB,6
19916489,3134,DV024002,2022-02,SO,6
12463413,4464,HF025166,2023-01,B,5
15621242,4443,HF025155,2021-01,MB,6
17574739,4449,HF025155,2022-02,MB,6
21479577,4493,HF025155,2023-02,SU,4
18272995,4397,HF025155,2023-02,SU,4
14190421,4445,HF025155,2023-02,SU,4
20338440,4450,HF025155,2023-02,SU,4
16053161,4527,HF025155,2023-02,B,5
14103892,1684,DS035155,2023-02,B,5
15632990,4485,HF023479,2022-02,SU,4
19444064,4424,HF023479,2022-02,B,5
18662040,4476,HF023479,2022-02,B,5
14949043,4517,HF023479,2022-02,MB,6
19970014,4494,HF023479,2022-02,SU,4
18719434,4437,HF023479,2022-02,B,5
12412831,4515,HF023479,2022-02,SU,4
19405548,4529,HF023479,2022-02,SU,4
17301280,4406,HF023479,2022-02,B,5
17053586,4497,HF023479,2022-02,SU,4
15646352,4508,HF023479,2022-02,B,5
15595565,4470,HF023479,2022-02,B,5
15117353,4505,HF023479,2022-02,B,5
20558146,4431,HF023479,2022-02,B,5
18581585,4467,HF023479,2022-02,B,5
19172971,4488,HF023479,2022-02,MB,6
17071327,4533,HF023479,2022-02,SU,4
19970014,4494,HF023451,2020-02,I,3
18744284,4435,HF023479,2022-02,B,5
20157432,4491,HF023479,2022-02,B,5
21479577,4493,HF023456,2020-02,I,3
20445239,4404,HF023479,2022-02,SU,4
16448085,4448,HF023479,2022-02,B,5
18044230,4492,HF023479,2022-02,SU,4
12543494,4510,HF023456,2020-02,B,5
12463413,4464,HF023479,2022-02,SU,4
15795490,4414,HF023479,2022-02,SU,4
19549263,4434,HF023479,2022-02,SU,4
12795797,4489,HF023479,2022-02,SU,4
20002465,4471,HF023479,2022-02,SU,4
21479577,4493,HF023479,2023-01,SU,4
15346689,4502,HF023479,2023-01,B,5
17537924,4496,HF023479,2023-01,SU,4
19657588,4455,HF023456,2020-02,B,5
16715008,4416,HF023479,2023-01,SU,4
14047988,4398,HF023479,2023-01,SU,4
21118826,4403,HF023479,2023-01,B,5
17490336,4452,HF023479,2023-01,SU,4
21085136,4487,HF023479,2023-01,SU,4
19267504,4399,HF023479,2023-01,B,5
21200617,4480,HF023479,2023-01,B,5
12423388,4430,HF023479,2023-01,SU,4
17517752,4523,HF023456,2020-02,SU,4
13822388,4442,HF023456,2020-02,MB,6
12869295,4513,HF023479,2023-01,SU,4
13960607,4418,HF023479,2023-02,SO,6
14035503,4483,HF023479,2023-02,SU,4
18278244,4495,HF023479,2023-02,B,5
17211931,4402,HF023479,2023-02,SU,4
14190421,4445,HF023479,2023-02,B,5
12997983,4409,HF023479,2023-02,SU,4
20718881,4446,HF023479,2023-02,B,5
20338440,4450,HF023479,2023-02,SU,4
16347110,4501,HF023479,2023-02,SU,4
16053161,4527,HF023479,2023-02,SU,4
16806792,4484,HF023479,2023-02,SU,4
16880491,4511,HF023479,2023-02,B,5
19952506,4426,HF023456,2020-02,MM,1
19952506,4426,HF023456,2020-02,NP,
21068701,4429,HF023456,2020-02,SU,4
14119965,4432,HF023456,2020-02,B,5
12543494,4510,HF023457,2020-02,B,5
17985998,1611,DS033479,2022-02,SU,4
19149868,1682,DS033479,2022-02,SU,4
20027174,1659,DS033479,2022-02,B,5
17703114,1704,DS033479,2022-02,B,5
19657588,4455,HF023457,2020-02,B,5
15171681,1644,DS033479,2022-02,SU,4
16610969,1696,DS033479,2022-02,SU,4
16812056,1690,DS033479,2022-02,SU,4
13713026,1673,DS033479,2022-02,SU,4
16642824,1713,DS033479,2022-02,SU,4
15142101,1702,DS033479,2022-02,SU,4
13267922,1640,DS033479,2022-02,SU,4
14268252,1709,DS033479,2022-02,SU,4
15688789,1821,DS033479,2022-02,SU,4
18630680,1666,DS033479,2022-02,SU,4
18537729,1637,DS033479,2022-02,SU,4
17220021,1636,DS033479,2022-02,B,5
17517752,4523,HF023457,2020-02,B,5
13822388,4442,HF023457,2020-02,B,5
18586110,1606,DS033479,2022-02,SU,4
20192783,1629,DS033479,2022-02,B,5
20243533,1680,DS033479,2022-02,SU,4
13713616,1609,DS033479,2022-02,SU,4
13013475,1705,DS033479,2022-02,SU,4
16933168,1646,DS033479,2022-02,SU,4
13214884,1617,DS033479,2022-02,SU,4
15942757,1624,DS033479,2022-02,SU,4
19730917,1635,DS033479,2022-02,SU,4
16028850,1703,DS033479,2022-02,B,5
12553889,1615,DS033479,2022-02,SU,4
12589900,1604,DS033479,2022-02,SU,4
16778651,1652,DS033479,2022-02,B,5
17775854,1655,DS033479,2022-02,SU,4
13135010,1717,DS033479,2022-02,SU,4
20562548,1613,DS033479,2022-02,SU,4
12443334,1607,DS033479,2022-02,B,5
13829408,1695,DS033479,2023-01,SU,4
14007568,1626,DS033479,2023-01,B,5
20082058,1622,DS033479,2023-01,B,5
19009620,1638,DS033479,2023-01,SU,4
19913860,1661,DS033479,2023-01,B,5
19952506,4426,HF023457,2020-02,MM,1
19952506,4426,HF023457,2020-02,NP,
21068701,4429,HF023457,2020-02,SU,4
20811683,1621,DS033479,2023-01,B,5
17099241,1619,DS033479,2023-01,SU,4
20749348,1712,DS033479,2023-01,SU,4
20830069,1675,DS033479,2023-01,B,5
18587882,1620,DS033479,2023-01,SU,4
13306807,1627,DS033479,2023-01,SU,4
18721896,1603,DS033479,2023-02,SU,4
14119965,4432,HF023457,2020-02,B,5
12543494,4510,HF023458,2020-02,SO,6
19905939,3115,DV023479,2022-02,MB,6
13841047,3169,DV023479,2022-02,MB,6
19657588,4455,HF023458,2020-02,SU,4
12590643,3114,DV023479,2022-02,B,5
15810654,3122,DV023479,2022-02,B,5
15922090,3118,DV023479,2022-02,B,5
16660225,3162,DV023479,2022-02,SU,4
19916489,3134,DV023479,2022-02,B,5
13822388,4442,HF023458,2020-02,SU,4
20191339,4436,HF023458,2020-02,B,5
19952506,4426,HF023458,2020-02,MM,1
21068701,4429,HF023458,2020-02,MB,6
13960607,4418,HF023457,2020-02,B,5
21479577,4493,HF023457,2020-02,B,5
15346689,4502,HF023457,2020-02,B,5
14119965,4432,HF023458,2020-02,B,5
17537924,4496,HF023457,2020-02,MB,6
16715008,4416,HF023457,2020-02,B,5
15632990,4485,HF023457,2020-02,B,5
19444064,4424,HF023457,2020-02,B,5
18662040,4476,HF023457,2020-02,B,5
14949043,4517,HF023457,2020-02,B,5
14451986,4519,HF023457,2020-02,B,5
14047988,4398,HF023457,2020-02,B,5
14035503,4483,HF023457,2020-02,B,5
19470798,4439,HF023457,2020-02,B,5
17730373,4457,HF023457,2020-02,B,5
19970014,4494,HF023457,2020-02,B,5
18719434,4437,HF023457,2020-02,B,5
12412831,4515,HF023457,2020-02,B,5
12543494,4510,HF023459,2020-02,SU,4
15613350,4521,HF023457,2020-02,B,5
19405548,4529,HF023457,2020-02,B,5
17301280,4406,HF023457,2020-02,MB,6
16279340,4477,HF023457,2020-02,B,5
14596691,4422,HF023457,2020-02,B,5
17053586,4497,HF023457,2020-02,B,5
16811844,4468,HF023457,2020-02,B,5
15595565,4470,HF023457,2020-02,B,5
21118826,4403,HF023457,2020-02,B,5
15117353,4505,HF023457,2020-02,B,5
18676597,4421,HF023457,2020-02,B,5
17490336,4452,HF023457,2020-02,B,5
18278244,4495,HF023457,2020-02,B,5
20558146,4431,HF023457,2020-02,B,5
18581585,4467,HF023457,2020-02,MB,6
19172971,4488,HF023457,2020-02,B,5
17211931,4402,HF023457,2020-02,B,5
19657588,4455,HF023459,2020-02,MB,6
15769878,4514,HF023457,2020-02,B,5
18272995,4397,HF023457,2020-02,B,5
17071327,4533,HF023457,2020-02,B,5
14653986,4516,HF023457,2020-02,SU,4
16367021,4407,HF023457,2020-02,B,5
21085136,4487,HF023457,2020-02,B,5
18744284,4435,HF023457,2020-02,B,5
14190421,4445,HF023457,2020-02,B,5
12997983,4409,HF023457,2020-02,B,5
19267504,4399,HF023457,2020-02,B,5
20157432,4491,HF023457,2020-02,B,5
17517752,4523,HF023459,2020-02,MB,6
13822388,4442,HF023459,2020-02,MB,6
13124076,4451,HF023457,2020-02,B,5
20445239,4404,HF023457,2020-02,B,5
20718881,4446,HF023457,2020-02,B,5
19408115,4474,HF023457,2020-02,SU,4
16448085,4448,HF023457,2020-02,B,5
14442378,4490,HF023457,2020-02,B,5
19778056,4465,HF023457,2020-02,SU,4
18044230,4492,HF023457,2020-02,B,5
16478440,4500,HF023457,2020-02,B,5
14904440,4423,HF023457,2020-02,B,5
15918671,4460,HF023457,2020-02,B,5
12423388,4430,HF023457,2020-02,B,5
19762469,4420,HF023457,2020-02,B,5
12463413,4464,HF023457,2020-02,B,5
20191339,4436,HF023459,2020-02,B,5
18304430,4472,HF023457,2020-02,B,5
20338440,4450,HF023457,2020-02,B,5
16347110,4501,HF023457,2020-02,B,5
16053161,4527,HF023457,2020-02,B,5
19549263,4434,HF023457,2020-02,B,5
18828212,4428,HF023457,2020-02,B,5
16806792,4484,HF023457,2020-02,B,5
16880491,4511,HF023457,2020-02,MB,6
12795797,4489,HF023457,2020-02,B,5
20002465,4471,HF023457,2020-02,B,5
19952506,4426,HF023459,2020-02,MM,1
19952506,4426,HF023459,2020-02,NP,
21068701,4429,HF023459,2020-02,B,5
15621242,4443,HF023457,2020-02,B,5
13435220,4413,HF023457,2020-02,B,5
14119965,4432,HF023459,2020-02,SU,4
17962028,1656,DS033457,2020-02,SU,4
16408783,1654,DS033457,2020-02,B,5
20826666,3138,DV023457,2020-02,SU,4
13822388,4442,HF023462,2021-01,B,5
14119965,4432,HF023462,2021-01,SU,4
12543494,4510,HF024000,2020-02,B,5
15918671,4460,HF024000,2020-02,M,2
21068701,4429,HF024002,2020-02,MB,6
13822388,4442,HF024091,2020-02,SO,6
16715008,4416,HF023462,2021-01,B,5
14119965,4432,HF024091,2020-02,SO,6
14451986,4519,HF023462,2021-01,B,5
15346689,4502,HF024092,2020-02,M,2
12543494,4510,HF024092,2020-02,SU,4
21118826,4403,HF023462,2021-01,B,5
19172971,4488,HF023462,2021-01,B,5
18272995,4397,HF023462,2021-01,B,5
17071327,4533,HF023462,2021-01,B,5
19267504,4399,HF023462,2021-01,B,5
20157432,4491,HF023462,2021-01,MB,6
19408115,4474,HF023462,2021-01,B,5
19762469,4420,HF023462,2021-01,B,5
18304430,4472,HF023462,2021-01,B,5
20338440,4450,HF023462,2021-01,B,5
17985998,1611,DS033457,2020-02,B,5
19149868,1682,DS033457,2020-02,SU,4
20027174,1659,DS033457,2020-02,B,5
13829408,1695,DS033457,2020-02,SU,4
14007568,1626,DS033457,2020-02,B,5
15795490,4414,HF023462,2021-01,B,5
19657588,4455,HF024148,2020-02,SO,6
20082058,1622,DS033457,2020-02,B,5
17703114,1704,DS033457,2020-02,B,5
15171681,1644,DS033457,2020-02,MB,6
16610969,1696,DS033457,2020-02,B,5
16812056,1690,DS033457,2020-02,B,5
19009620,1638,DS033457,2020-02,SU,4
13713026,1673,DS033457,2020-02,B,5
16642824,1713,DS033457,2020-02,B,5
15142101,1702,DS033457,2020-02,B,5
13267922,1640,DS033457,2020-02,MB,6
19913860,1661,DS033457,2020-02,B,5
14268252,1709,DS033457,2020-02,B,5
16110273,1693,DS033457,2020-02,SU,4
15828333,1625,DS033457,2020-02,SU,4
18630680,1666,DS033457,2020-02,SU,4
18537729,1637,DS033457,2020-02,B,5
17220021,1636,DS033457,2020-02,B,5
20811683,1621,DS033457,2020-02,SU,4
15561933,1665,DS033457,2020-02,B,5
17517752,4523,HF024497,2020-02,SU,4
17099241,1619,DS033457,2020-02,SU,4
18586110,1606,DS033457,2020-02,B,5
18606507,1719,DS033457,2020-02,SU,4
20192783,1629,DS033457,2020-02,B,5
14103892,1684,DS033457,2020-02,SU,4
20243533,1680,DS033457,2020-02,MB,6
20191339,4436,HF024497,2020-02,MM,1
18828212,4428,HF023462,2021-01,B,5
21068701,4429,HF024497,2020-02,MB,6
15346689,4502,HF023462,2022-01,B,5
21322451,1645,DS033457,2020-02,SU,4
13013475,1705,DS033457,2020-02,B,5
16880491,4511,HF023462,2022-01,B,5
13214884,1617,DS033457,2020-02,B,5
17517752,4523,HF025157,2020-02,B,5
18721896,1603,DS033457,2020-02,SU,4
15942757,1624,DS033457,2020-02,B,5
19730917,1635,DS033457,2020-02,B,5
16028850,1703,DS033457,2020-02,B,5
21311679,1691,DS033457,2020-02,B,5
12553889,1615,DS033457,2020-02,MB,6
12589900,1604,DS033457,2020-02,SU,4
15646352,4508,HF0210059,2020-02,I,3
16778651,1652,DS033457,2020-02,SU,4
20830069,1675,DS033457,2020-02,B,5
18587882,1620,DS033457,2020-02,B,5
17775854,1655,DS033457,2020-02,B,5
13135010,1717,DS033457,2020-02,SU,4
20562548,1613,DS033457,2020-02,B,5
19952506,4426,HF0210059,2020-02,MM,1
16347110,4501,HF0210059,2020-02,I,3
13306807,1627,DS033457,2020-02,SU,4
17811267,1663,DS033457,2020-02,B,5
12443334,1607,DS033457,2020-02,B,5
21378266,4462,HF023450,2021-01,MB,6
21378266,4462,HF023451,2021-01,B,5
21378266,4462,HF023453,2021-01,SO,6
13948650,1631,DS033457,2023-02,B,5
13829408,1695,DS033462,2021-01,B,5
17703114,1704,DS033462,2021-01,B,5
15171681,1644,DS033462,2021-01,MB,6
19913860,1661,DS033462,2021-01,B,5
18630680,1666,DS033462,2021-01,B,5
13713616,1609,DS033462,2021-01,B,5
13135010,1717,DS033462,2021-01,B,5
12543494,4510,HF023461,2021-01,B,5
19657588,4455,HF023461,2021-01,MB,6
17517752,4523,HF023461,2021-01,B,5
19905939,3115,DV023457,2020-02,SO,6
18735647,3132,DV023457,2020-02,B,5
18777149,3100,DV023457,2020-02,B,5
13841047,3169,DV023457,2020-02,SO,6
18666480,3168,DV023457,2020-02,B,5
12590643,3114,DV023457,2020-02,MB,6
21016250,3141,DV023457,2020-02,MB,6
13230236,3140,DV023457,2020-02,B,5
15810654,3122,DV023457,2020-02,B,5
17626956,3098,DV023457,2020-02,SO,6
16281833,3119,DV023457,2020-02,B,5
15922090,3118,DV023457,2020-02,B,5
16660225,3162,DV023457,2020-02,B,5
19916489,3134,DV023457,2020-02,MB,6
20191339,4436,HF023461,2021-01,I,3
20191339,4436,HF023461,2021-01,MM,1
21609334,3124,DV023457,2020-02,SO,6
21068701,4429,HF023461,2021-01,B,5
14119965,4432,HF023461,2021-01,B,5
15346689,4502,HF023462,2021-01,I,3
15346689,4502,HF023462,2021-01,M,2
12543494,4510,HF023462,2021-01,B,5
15613350,4521,HF023462,2021-01,I,3
19657588,4455,HF023462,2021-01,B,5
13887418,4638,HF023462,2021-01,I,3
17517752,4523,HF023462,2021-01,B,5
17517752,4523,HF023462,2021-01,I,3
20191339,4436,HF023462,2021-01,NP,
20191339,4436,HF023462,2021-01,MM,1
18666480,3168,DV023462,2021-01,MB,6
21068701,4429,HF023462,2021-01,B,5
12590643,3114,DV023462,2021-01,MB,6
13230236,3140,DV023462,2021-01,MB,6
12543494,4510,HF023463,2021-01,B,5
19657588,4455,HF023463,2021-01,B,5
13960607,4418,HF023462,2021-01,B,5
21479577,4493,HF023462,2021-01,B,5
17537924,4496,HF023462,2021-01,B,5
13822388,4442,HF023463,2021-01,SU,4
15632990,4485,HF023462,2021-01,MB,6
19444064,4424,HF023462,2021-01,B,5
18662040,4476,HF023462,2021-01,B,5
14949043,4517,HF023462,2021-01,B,5
14047988,4398,HF023462,2021-01,B,5
14035503,4483,HF023462,2021-01,B,5
19470798,4439,HF023462,2021-01,B,5
17730373,4457,HF023462,2021-01,SU,4
19970014,4494,HF023462,2021-01,SU,4
17574739,4449,HF023462,2021-01,B,5
18719434,4437,HF023462,2021-01,B,5
12412831,4515,HF023462,2021-01,B,5
20191339,4436,HF023463,2021-01,B,5
19405548,4529,HF023462,2021-01,SU,4
17301280,4406,HF023462,2021-01,B,5
16279340,4477,HF023462,2021-01,B,5
14596691,4422,HF023462,2021-01,SU,4
17053586,4497,HF023462,2021-01,B,5
15646352,4508,HF023462,2021-01,B,5
16811844,4468,HF023462,2021-01,B,5
15595565,4470,HF023462,2021-01,MB,6
15117353,4505,HF023462,2021-01,B,5
18676597,4421,HF023462,2021-01,SU,4
17490336,4452,HF023462,2021-01,B,5
21068701,4429,HF023463,2021-01,SU,4
18278244,4495,HF023462,2021-01,SU,4
20558146,4431,HF023462,2021-01,B,5
18581585,4467,HF023462,2021-01,B,5
17211931,4402,HF023462,2021-01,B,5
15769878,4514,HF023462,2021-01,SU,4
14119965,4432,HF023463,2021-01,B,5
14653986,4516,HF023462,2021-01,B,5
16367021,4407,HF023462,2021-01,SU,4
21085136,4487,HF023462,2021-01,B,5
18744284,4435,HF023462,2021-01,B,5
14190421,4445,HF023462,2021-01,B,5
12997983,4409,HF023462,2021-01,B,5
21200617,4480,HF023462,2021-01,B,5
13124076,4451,HF023462,2021-01,SU,4
20445239,4404,HF023462,2021-01,B,5
15346689,4502,HF023464,2021-01,I,3
20718881,4446,HF023462,2021-01,B,5
21378266,4462,HF023462,2022-01,SU,4
16448085,4448,HF023462,2021-01,B,5
14442378,4490,HF023462,2021-01,B,5
12543494,4510,HF023464,2021-01,SU,4
19778056,4465,HF023462,2021-01,B,5
18044230,4492,HF023462,2021-01,B,5
16478440,4500,HF023462,2021-01,B,5
14904440,4423,HF023462,2021-01,B,5
15918671,4460,HF023462,2021-01,SU,4
12423388,4430,HF023462,2021-01,B,5
12463413,4464,HF023462,2021-01,B,5
18348469,4417,HF023462,2021-01,B,5
15613350,4521,HF023464,2021-01,I,3
16347110,4501,HF023462,2021-01,B,5
16053161,4527,HF023462,2021-01,B,5
19549263,4434,HF023462,2021-01,B,5
19657588,4455,HF023464,2021-01,SU,4
16806792,4484,HF023462,2021-01,SU,4
12795797,4489,HF023462,2021-01,B,5
20002465,4471,HF023462,2021-01,B,5
15621242,4443,HF023462,2021-01,B,5
13435220,4413,HF023462,2021-01,MB,6
12869295,4513,HF023462,2021-01,B,5
15613350,4521,HF023462,2021-02,SU,4
13822388,4442,HF023464,2021-01,SU,4
13822388,4442,HF023464,2021-01,I,3
20191339,4436,HF023464,2021-01,NP,
20191339,4436,HF023464,2021-01,MM,1
16408783,1654,DS033462,2021-01,B,5
14251261,1708,DS033462,2021-01,B,5
21068701,4429,HF023464,2021-01,SU,4
13887418,4638,HF023462,2022-02,SU,4
16053161,4527,HF023464,2021-01,I,3
19549263,4434,HF023464,2021-01,I,3
14119965,4432,HF023464,2021-01,SU,4
20177349,3144,DV023462,2021-01,B,5
16715008,4416,HF023468,2021-02,SO,7
19470798,4439,HF023468,2021-02,SU,4
19970014,4494,HF023468,2021-02,SU,4
18744284,4435,HF023468,2021-02,SO,7
20718881,4446,HF023468,2021-02,SU,4
16806792,4484,HF023468,2021-02,SU,4
19405548,4529,HF023468,2022-01,SU,4
13124076,4451,HF023468,2022-01,SU,4
13960607,4418,HF023468,2022-02,SU,4
15613350,4521,HF023468,2022-02,SU,4
17985998,1611,DS033462,2021-01,B,5
19149868,1682,DS033462,2021-01,SU,4
20027174,1659,DS033462,2021-01,B,5
14653986,4516,HF023468,2022-02,SU,4
14007568,1626,DS033462,2021-01,B,5
12660275,1689,DS033462,2021-01,SU,4
20082058,1622,DS033462,2021-01,B,5
16367021,4407,HF023468,2022-02,SU,4
16610969,1696,DS033462,2021-01,B,5
16812056,1690,DS033462,2021-01,B,5
19009620,1638,DS033462,2021-01,SU,4
13713026,1673,DS033462,2021-01,B,5
16642824,1713,DS033462,2021-01,SU,4
15142101,1702,DS033462,2021-01,B,5
13267922,1640,DS033462,2021-01,B,5
14268252,1709,DS033462,2021-01,B,5
15688789,1821,DS033462,2021-01,SU,4
15828333,1625,DS033462,2021-01,SU,4
18537729,1637,DS033462,2021-01,B,5
17220021,1636,DS033462,2021-01,B,5
20811683,1621,DS033462,2021-01,B,5
17517752,4523,HF023485,2021-01,SU,4
17517752,4523,HF023485,2021-01,M,2
15561933,1665,DS033462,2021-01,SU,4
17099241,1619,DS033462,2021-01,SU,4
18586110,1606,DS033462,2021-01,SU,4
18606507,1719,DS033462,2021-01,SU,4
20192783,1629,DS033462,2021-01,MB,6
