RUN,DV,Nombres,"Apellido Paterno","Apellido Materno","Nombre completo",Teléfono,"mail personal","mail institucional"
15714309,9,"KONSTANZA POLETT",HERRERA,MADRID,"KONSTANZA POLETT HERRERA MADRID",,KONSTANZA.HERRERA@llimail.kom,KONSTANZA.HERRERA@lamejor.cl
20486216,7,"SEBASTIÁN MARIO",CÁCERES,URRUTIA,"SEBASTIÁN MARIO CÁCERES URRUTIA",,SEBASTIÁN.CÁCERES@llimail.kom,SEBASTIÁN.CÁCERES@lamejor.cl
17848169,3,"AMALIA JOVANNY",MORAGA,VALENCIA,"AMALIA JOVANNY MORAGA VALENCIA",,AMALIA.MORAGA@llimail.kom,AMALIA.MORAGA@lamejor.cl
12378738,1,"JOHANN MILKO",RIBOT,OLIVARES,"JOHANN MILKO RIBOT OLIVARES",,JOHANN.RIBOT@llimail.kom,JOHANN.RIBOT@lamejor.cl
20717495,1,"LUCAS ALINE",ALDANA,WILLIAMS,"LUCAS ALINE ALDANA WILLIAMS",,LUCAS.ALDANA@llimail.kom,LUCAS.ALDANA@lamejor.cl
17029090,4,"ELIACER EDITH",HASBÚN,RIFFO,"ELIACER EDITH HASBÚN RIFFO",,ELIACER.HASBÚN@llimail.kom,ELIACER.HASBÚN@lamejor.cl
14799608,0,"AURORA BARDINET",ZAPATA,NAVEA,"AURORA BARDINET ZAPATA NAVEA",,AURORA.ZAPATA@llimail.kom,AURORA.ZAPATA@lamejor.cl
15255937,5,"MATÍAS MONSERRAT",BARRAZA,MONTE,"MATÍAS MONSERRAT BARRAZA MONTE",,MATÍAS.BARRAZA@llimail.kom,MATÍAS.BARRAZA@lamejor.cl
17119202,4,"DENIS IVAN",RUBILAR,ALBARRAN,"DENIS IVAN RUBILAR ALBARRAN",,DENIS.RUBILAR@llimail.kom,DENIS.RUBILAR@lamejor.cl
17305708,5,"BORIS VIVIANA",GONZÁLEZ,COÑOEPÁN,"BORIS VIVIANA GONZÁLEZ COÑOEPÁN",,BORIS.GONZÁLEZ@llimail.kom,BORIS.GONZÁLEZ@lamejor.cl
14575690,2,"ISAAC GERALDINE",REVECO,MILLALÉN,"ISAAC GERALDINE REVECO MILLALÉN",,ISAAC.REVECO@llimail.kom,ISAAC.REVECO@lamejor.cl
12957911,0,"ISAI YAMILY",PORTFILTT,JANS,"ISAI YAMILY PORTFILTT JANS",,ISAI.PORTFILTT@llimail.kom,ISAI.PORTFILTT@lamejor.cl
19074737,1,"KRISHNA HABRAAM",FERRER,VEAS,"KRISHNA HABRAAM FERRER VEAS",,KRISHNA.FERRER@llimail.kom,KRISHNA.FERRER@lamejor.cl
21227984,0,"PAULINA EUGENIA",MENDEZ,MACAYA,"PAULINA EUGENIA MENDEZ MACAYA",,PAULINA.MENDEZ@llimail.kom,PAULINA.MENDEZ@lamejor.cl
14027458,4,"LUZ CLAUDIA",AYALA,LEGISOS,"LUZ CLAUDIA AYALA LEGISOS",,LUZ.AYALA@llimail.kom,LUZ.AYALA@lamejor.cl
18654004,6,"EVA DAMARIS",ROBLEDO,BRAVO,"EVA DAMARIS ROBLEDO BRAVO",,EVA.ROBLEDO@llimail.kom,EVA.ROBLEDO@lamejor.cl
13659635,9,"ALESSANDRO LUKAS",CAMPOS,BOCIC,"ALESSANDRO LUKAS CAMPOS BOCIC",,ALESSANDRO.CAMPOS@llimail.kom,ALESSANDRO.CAMPOS@lamejor.cl
18926287,2,"KESSLEY BETZABETH",HABERT,CERPA,"KESSLEY BETZABETH HABERT CERPA",,KESSLEY.HABERT@llimail.kom,KESSLEY.HABERT@lamejor.cl
19504059,0,"YESENIA HAYDELI",VELIZ,RIOSECO,"YESENIA HAYDELI VELIZ RIOSECO",,YESENIA.VELIZ@llimail.kom,YESENIA.VELIZ@lamejor.cl
18572398,4,"ANISE ELISEO",CALLEJAS,URRUTIA,"ANISE ELISEO CALLEJAS URRUTIA",,ANISE.CALLEJAS@llimail.kom,ANISE.CALLEJAS@lamejor.cl
15755994,2,"AXEL MATHIAS",LARA,NAVEA,"AXEL MATHIAS LARA NAVEA",,AXEL.LARA@llimail.kom,AXEL.LARA@lamejor.cl
16013675,6,"AMAYA ARTURO",SANTANDER,CERECEDA,"AMAYA ARTURO SANTANDER CERECEDA",,AMAYA.SANTANDER@llimail.kom,AMAYA.SANTANDER@lamejor.cl
16325868,8,"ESTELA VALENTYNA",DIAZ,"DE BERDUCCY","ESTELA VALENTYNA DIAZ DE BERDUCCY",,ESTELA.DIAZ@llimail.kom,ESTELA.DIAZ@lamejor.cl
13402715,2,"CRISTÓBAL MICAELA",CANCINO,BACCELIERE,"CRISTÓBAL MICAELA CANCINO BACCELIERE",,CRISTÓBAL.CANCINO@llimail.kom,CRISTÓBAL.CANCINO@lamejor.cl
18427526,2,"YANARA MARTÍN",BOUDON,MOLINA,"YANARA MARTÍN BOUDON MOLINA",,YANARA.BOUDON@llimail.kom,YANARA.BOUDON@lamejor.cl
15506075,1,"AMELIA PEDRO",ALTAMIRANO,LABRÍN,"AMELIA PEDRO ALTAMIRANO LABRÍN",,AMELIA.ALTAMIRANO@llimail.kom,AMELIA.ALTAMIRANO@lamejor.cl
15157698,0,"GUILIANA ELEAZAR",MICHEA,BUSTAMANTE,"GUILIANA ELEAZAR MICHEA BUSTAMANTE",,GUILIANA.MICHEA@llimail.kom,GUILIANA.MICHEA@lamejor.cl
14386113,7,"SCARLETH ELISEO",ROJAS,LOYOLA,"SCARLETH ELISEO ROJAS LOYOLA",,SCARLETH.ROJAS@llimail.kom,SCARLETH.ROJAS@lamejor.cl
13277865,2,"YISMARA LISBETH",LEPE,TIRADO,"YISMARA LISBETH LEPE TIRADO",,YISMARA.LEPE@llimail.kom,YISMARA.LEPE@lamejor.cl
19646354,7,"RAÚL CONSTANZA",CUADRA,POZO,"RAÚL CONSTANZA CUADRA POZO",,RAÚL.CUADRA@llimail.kom,RAÚL.CUADRA@lamejor.cl
12739284,3,"ALMENDRA CHRISTIAN",PITRÓN,CALVILLO,"ALMENDRA CHRISTIAN PITRÓN CALVILLO",,ALMENDRA.PITRÓN@llimail.kom,ALMENDRA.PITRÓN@lamejor.cl
17750246,0,"KATHERINE ROMINA",VEJAR,PEÑA,"KATHERINE ROMINA VEJAR PEÑA",,KATHERINE.VEJAR@llimail.kom,KATHERINE.VEJAR@lamejor.cl
17478446,9,"ALINE ESTEFANÍA",LORCA,APAZA,"ALINE ESTEFANÍA LORCA APAZA",,ALINE.LORCA@llimail.kom,ALINE.LORCA@lamejor.cl
13505017,9,"MANUEL JELITT",LEYTON,BARRIOS,"MANUEL JELITT LEYTON BARRIOS",,MANUEL.LEYTON@llimail.kom,MANUEL.LEYTON@lamejor.cl
21285562,5,"DIEGO DYLAN",SEURA,ABELLEIRA,"DIEGO DYLAN SEURA ABELLEIRA",,DIEGO.SEURA@llimail.kom,DIEGO.SEURA@lamejor.cl
19130044,2,"AGUSTINA KATHYNNA",VILLEGAS,PAVEZ,"AGUSTINA KATHYNNA VILLEGAS PAVEZ",,AGUSTINA.VILLEGAS@llimail.kom,AGUSTINA.VILLEGAS@lamejor.cl
15929421,6,"FLORENTINA YUSSARA",MOLINA,KOCH,"FLORENTINA YUSSARA MOLINA KOCH",,FLORENTINA.MOLINA@llimail.kom,FLORENTINA.MOLINA@lamejor.cl
15420549,1,"ANAHIS JOCELYN",CAMPUSANO,BREVIS,"ANAHIS JOCELYN CAMPUSANO BREVIS",,ANAHIS.CAMPUSANO@llimail.kom,ANAHIS.CAMPUSANO@lamejor.cl
17897526,4,"CRISTÓBAL AYLEEN",VALDIVIA,CUEVAS,"CRISTÓBAL AYLEEN VALDIVIA CUEVAS",,CRISTÓBAL.VALDIVIA@llimail.kom,CRISTÓBAL.VALDIVIA@lamejor.cl
19249321,9,"JADIYE NIKOLA",PICHARA,CORDOVEZ,"JADIYE NIKOLA PICHARA CORDOVEZ",,JADIYE.PICHARA@llimail.kom,JADIYE.PICHARA@lamejor.cl
14520508,8,"ZAHIR ALONDRA",CORTÉS,CLEMENTI,"ZAHIR ALONDRA CORTÉS CLEMENTI",,ZAHIR.CORTÉS@llimail.kom,ZAHIR.CORTÉS@lamejor.cl
12851995,4,"HAYDELI SARAI",VEAS,PAVEZ,"HAYDELI SARAI VEAS PAVEZ",,HAYDELI.VEAS@llimail.kom,HAYDELI.VEAS@lamejor.cl
13718392,9,"ANAEL ELISA",BACHO,KLIMPEL,"ANAEL ELISA BACHO KLIMPEL",,ANAEL.BACHO@llimail.kom,ANAEL.BACHO@lamejor.cl
17341158,6,"HUGO SOLANGE",UBILLA,MARDONES,"HUGO SOLANGE UBILLA MARDONES",,HUGO.UBILLA@llimail.kom,HUGO.UBILLA@lamejor.cl
13489755,1,"ASHLEY MISAEL",ABARCA,MANRÍQUEZ,"ASHLEY MISAEL ABARCA MANRÍQUEZ",,ASHLEY.ABARCA@llimail.kom,ASHLEY.ABARCA@lamejor.cl
13600189,4,"TERESA EMILIO",ANTÚNEZ,FERNANDEZ,"TERESA EMILIO ANTÚNEZ FERNANDEZ",,TERESA.ANTÚNEZ@llimail.kom,TERESA.ANTÚNEZ@lamejor.cl
21247267,K,"PALOMA LORENA",MORAGA,MATELUNA,"PALOMA LORENA MORAGA MATELUNA",,PALOMA.MORAGA@llimail.kom,PALOMA.MORAGA@lamejor.cl
21646171,K,"MINERVA ALONSO",PERALINO,"DEL VALLE","MINERVA ALONSO PERALINO DEL VALLE",,MINERVA.PERALINO@llimail.kom,MINERVA.PERALINO@lamejor.cl
14008512,2,"STEACY ISEHIMY",RETAMALES,QUIDEL,"STEACY ISEHIMY RETAMALES QUIDEL",,STEACY.RETAMALES@llimail.kom,STEACY.RETAMALES@lamejor.cl
14497585,2,"VALERIA MARCO",LOPEZ,PÁEZ,"VALERIA MARCO LOPEZ PÁEZ",,VALERIA.LOPEZ@llimail.kom,VALERIA.LOPEZ@lamejor.cl
16077505,8,"ANNIEL ALEJANDRO",ALDUNCE,ÓRDENES,"ANNIEL ALEJANDRO ALDUNCE ÓRDENES",,ANNIEL.ALDUNCE@llimail.kom,ANNIEL.ALDUNCE@lamejor.cl
20987275,K,"SANTOS IKER",MANQUECURA,BECERRA,"SANTOS IKER MANQUECURA BECERRA",,SANTOS.MANQUECURA@llimail.kom,SANTOS.MANQUECURA@lamejor.cl
15051923,3,"EVANS MILKO",DUQUE,PEÑA,"EVANS MILKO DUQUE PEÑA",,EVANS.DUQUE@llimail.kom,EVANS.DUQUE@lamejor.cl
18213798,K,"KARIN NICOLÁS",AGUAYO,LAMOUR,"KARIN NICOLÁS AGUAYO LAMOUR",,KARIN.AGUAYO@llimail.kom,KARIN.AGUAYO@lamejor.cl
12836095,9,"GIANITZA ALEXA",MENDOZA,CARROZA,"GIANITZA ALEXA MENDOZA CARROZA",,GIANITZA.MENDOZA@llimail.kom,GIANITZA.MENDOZA@lamejor.cl
16907673,9,"CATARI PATRICIO",ZELADA,ARCE,"CATARI PATRICIO ZELADA ARCE",,CATARI.ZELADA@llimail.kom,CATARI.ZELADA@lamejor.cl
20501149,1,"JUAN YORDETH",PICHÚN,FARFÁN,"JUAN YORDETH PICHÚN FARFÁN",,JUAN.PICHÚN@llimail.kom,JUAN.PICHÚN@lamejor.cl
16818775,9,"KATYA ARIELLE",FIERRO,VILLOUTA,"KATYA ARIELLE FIERRO VILLOUTA",,KATYA.FIERRO@llimail.kom,KATYA.FIERRO@lamejor.cl
20608169,8,"KATYA YULIANA",VILARÓ,LÉNIZ,"KATYA YULIANA VILARÓ LÉNIZ",,KATYA.VILARÓ@llimail.kom,KATYA.VILARÓ@lamejor.cl
18610698,0,"ALICIA ARTURO",CRUZ,IRIARTE,"ALICIA ARTURO CRUZ IRIARTE",,ALICIA.CRUZ@llimail.kom,ALICIA.CRUZ@lamejor.cl
13659913,3,"ENZO DIANA",JORQUERA,MOYA,"ENZO DIANA JORQUERA MOYA",,ENZO.JORQUERA@llimail.kom,ENZO.JORQUERA@lamejor.cl
12638723,3,"JOSÉ YEZNEE",MORALES,CARROZA,"JOSÉ YEZNEE MORALES CARROZA",,JOSÉ.MORALES@llimail.kom,JOSÉ.MORALES@lamejor.cl
16230004,K,"MARCELO NADIESNA",UNION,CASANOVA,"MARCELO NADIESNA UNION CASANOVA",,MARCELO.UNION@llimail.kom,MARCELO.UNION@lamejor.cl
15357142,3,"JOSHUA WERNER",MOREAU,OCARES,"JOSHUA WERNER MOREAU OCARES",,JOSHUA.MOREAU@llimail.kom,JOSHUA.MOREAU@lamejor.cl
21476820,9,"ARIANNA CONSUELO",AGUIRRE,MANTEROLA,"ARIANNA CONSUELO AGUIRRE MANTEROLA",,ARIANNA.AGUIRRE@llimail.kom,ARIANNA.AGUIRRE@lamejor.cl
15888880,K,"MAXIMILIANO ANTONIO",ARCE,ZAMBRA,"MAXIMILIANO ANTONIO ARCE ZAMBRA",,MAXIMILIANO.ARCE@llimail.kom,MAXIMILIANO.ARCE@lamejor.cl
12482421,7,"RAÚL YACIARA",TRONCOSO,SALINAS,"RAÚL YACIARA TRONCOSO SALINAS",,RAÚL.TRONCOSO@llimail.kom,RAÚL.TRONCOSO@lamejor.cl
16776795,3,"OSVALDO ANNIEL",REREQUEO,CABEZAS,"OSVALDO ANNIEL REREQUEO CABEZAS",,OSVALDO.REREQUEO@llimail.kom,OSVALDO.REREQUEO@lamejor.cl
15510710,8,"MAGDALENA GERALDINE",RUMINOT,SASSO,"MAGDALENA GERALDINE RUMINOT SASSO",,MAGDALENA.RUMINOT@llimail.kom,MAGDALENA.RUMINOT@lamejor.cl
15605775,7,"ALEXANDRE GIULIANA",FIERRO,CATRÓN,"ALEXANDRE GIULIANA FIERRO CATRÓN",,ALEXANDRE.FIERRO@llimail.kom,ALEXANDRE.FIERRO@lamejor.cl
19623170,0,"JUDITH ANAHIS",SUNKO,RIVERO,"JUDITH ANAHIS SUNKO RIVERO",,JUDITH.SUNKO@llimail.kom,JUDITH.SUNKO@lamejor.cl
17260007,8,"LAURA CRISTIAN",ATENCIO,CRISTOFORI,"LAURA CRISTIAN ATENCIO CRISTOFORI",,LAURA.ATENCIO@llimail.kom,LAURA.ATENCIO@lamejor.cl
16801957,4,"JADE JULIANNA",LAHSEN,RIVADENEIRA,"JADE JULIANNA LAHSEN RIVADENEIRA",,JADE.LAHSEN@llimail.kom,JADE.LAHSEN@lamejor.cl
20475017,9,"DENISE ROSARIO",ARNES,ESCUDERO,"DENISE ROSARIO ARNES ESCUDERO",,DENISE.ARNES@llimail.kom,DENISE.ARNES@lamejor.cl
12506728,3,"ALINE CRISS",CATALÁN,CERÓN,"ALINE CRISS CATALÁN CERÓN",,ALINE.CATALÁN@llimail.kom,ALINE.CATALÁN@lamejor.cl
13344110,K,"SPIRO MONTSERRAT",JELDRES,GUEVARA,"SPIRO MONTSERRAT JELDRES GUEVARA",,SPIRO.JELDRES@llimail.kom,SPIRO.JELDRES@lamejor.cl
13644837,5,"MHYA GERALDINE",GUZMAN,NAVARRETE,"MHYA GERALDINE GUZMAN NAVARRETE",,MHYA.GUZMAN@llimail.kom,MHYA.GUZMAN@lamejor.cl
17815565,1,"ALEXANDRA STEACY",CARVAJAL,PUEBLA,"ALEXANDRA STEACY CARVAJAL PUEBLA",,ALEXANDRA.CARVAJAL@llimail.kom,ALEXANDRA.CARVAJAL@lamejor.cl
14318165,0,"ANTONIA NATHALIE",MANQUECURA,CABALLERO,"ANTONIA NATHALIE MANQUECURA CABALLERO",,ANTONIA.MANQUECURA@llimail.kom,ANTONIA.MANQUECURA@lamejor.cl
20288041,3,"ARMANDO JING",SOMALO,CORAL,"ARMANDO JING SOMALO CORAL",,ARMANDO.SOMALO@llimail.kom,ARMANDO.SOMALO@lamejor.cl
16477140,K,"OSCAR TAMARA",SANTANA,NOVOA,"OSCAR TAMARA SANTANA NOVOA",,OSCAR.SANTANA@llimail.kom,OSCAR.SANTANA@lamejor.cl
12668147,2,"ISABEL ODETTE",CIFUENTES,EPELDEGUI,"ISABEL ODETTE CIFUENTES EPELDEGUI",,ISABEL.CIFUENTES@llimail.kom,ISABEL.CIFUENTES@lamejor.cl
15674347,3,"ALEXANDER JOVANNY",PINCHEIRA,CAMPS,"ALEXANDER JOVANNY PINCHEIRA CAMPS",,ALEXANDER.PINCHEIRA@llimail.kom,ALEXANDER.PINCHEIRA@lamejor.cl
15073940,4,"PAULETTE JHOAN",ARAYA,FARFÁN,"PAULETTE JHOAN ARAYA FARFÁN",,PAULETTE.ARAYA@llimail.kom,PAULETTE.ARAYA@lamejor.cl
21625057,6,"ANGELICA MICHELLE",MÁRQUEZ,CONEJEROS,"ANGELICA MICHELLE MÁRQUEZ CONEJEROS",,ANGELICA.MÁRQUEZ@llimail.kom,ANGELICA.MÁRQUEZ@lamejor.cl
16598522,2,"TAIS KRISHNA",PILLADO,ALCAÍNO,"TAIS KRISHNA PILLADO ALCAÍNO",,TAIS.PILLADO@llimail.kom,TAIS.PILLADO@lamejor.cl
16117413,8,"ISAI NAGAT",SUAZO,RICHTER,"ISAI NAGAT SUAZO RICHTER",,ISAI.SUAZO@llimail.kom,ISAI.SUAZO@lamejor.cl
15798942,4,"KAMYLA ANGEL",FARÍAS,AZOLA,"KAMYLA ANGEL FARÍAS AZOLA",,KAMYLA.FARÍAS@llimail.kom,KAMYLA.FARÍAS@lamejor.cl
12851469,8,"RICARDO VANNEY",COLLÍO,DOMÍNGUEZ,"RICARDO VANNEY COLLÍO DOMÍNGUEZ",,RICARDO.COLLÍO@llimail.kom,RICARDO.COLLÍO@lamejor.cl
14900156,6,"SEBASTIÁN VÍCTOR",MARCHANT,CHACÓN,"SEBASTIÁN VÍCTOR MARCHANT CHACÓN",,SEBASTIÁN.MARCHANT@llimail.kom,SEBASTIÁN.MARCHANT@lamejor.cl
18055905,6,"BERNARDITA ERNESTO",ALUCEMA,MONTELLANO,"BERNARDITA ERNESTO ALUCEMA MONTELLANO",,BERNARDITA.ALUCEMA@llimail.kom,BERNARDITA.ALUCEMA@lamejor.cl
19529546,1,"JENNY NAZARET",QUIROZ,JULEFF,"JENNY NAZARET QUIROZ JULEFF",,JENNY.QUIROZ@llimail.kom,JENNY.QUIROZ@lamejor.cl
13438847,2,"ENRIQUE ALFREDO",MOLINA,JARA,"ENRIQUE ALFREDO MOLINA JARA",,ENRIQUE.MOLINA@llimail.kom,ENRIQUE.MOLINA@lamejor.cl
13878544,6,"ANAHI JUDITH",ESCALONA,FABRES,"ANAHI JUDITH ESCALONA FABRES",,ANAHI.ESCALONA@llimail.kom,ANAHI.ESCALONA@lamejor.cl
20332000,5,"SCARLET MILKO",CASANOVA,INFANTE,"SCARLET MILKO CASANOVA INFANTE",,SCARLET.CASANOVA@llimail.kom,SCARLET.CASANOVA@lamejor.cl
18867731,0,"MARCELO GIANITZA",MILLALÉN,RODÓ,"MARCELO GIANITZA MILLALÉN RODÓ",,MARCELO.MILLALÉN@llimail.kom,MARCELO.MILLALÉN@lamejor.cl
17126775,K,"JULIANNA ROBERTO",SOZA,JOPIA,"JULIANNA ROBERTO SOZA JOPIA",,JULIANNA.SOZA@llimail.kom,JULIANNA.SOZA@lamejor.cl
18390034,4,"VALENTINA DHAMARI",ABARZA,KOSSEN,"VALENTINA DHAMARI ABARZA KOSSEN",,VALENTINA.ABARZA@llimail.kom,VALENTINA.ABARZA@lamejor.cl
12980190,6,"AMANDA ÁLVARO",PUGA,REYES,"AMANDA ÁLVARO PUGA REYES",,AMANDA.PUGA@llimail.kom,AMANDA.PUGA@lamejor.cl
18736135,K,"PAULINA MATHIAS",ÁVILA,MERINO,"PAULINA MATHIAS ÁVILA MERINO",,PAULINA.ÁVILA@llimail.kom,PAULINA.ÁVILA@lamejor.cl
17777502,9,"KALED CARLA",REQUENA,POCH,"KALED CARLA REQUENA POCH",,KALED.REQUENA@llimail.kom,KALED.REQUENA@lamejor.cl
12839006,K,"SEBASTIAN ARACELY",FUICA,BARRIENTOS,"SEBASTIAN ARACELY FUICA BARRIENTOS",,SEBASTIAN.FUICA@llimail.kom,SEBASTIAN.FUICA@lamejor.cl
12682132,2,"AVELIN ARIELLE",ALCOZER,PIEROLA,"AVELIN ARIELLE ALCOZER PIEROLA",,AVELIN.ALCOZER@llimail.kom,AVELIN.ALCOZER@lamejor.cl
19490593,K,"KARIM POLA",ALISTE,KOLLER,"KARIM POLA ALISTE KOLLER",,KARIM.ALISTE@llimail.kom,KARIM.ALISTE@lamejor.cl
21448235,2,"FABIOLA CARMIÑA",BASCUR,CARROZA,"FABIOLA CARMIÑA BASCUR CARROZA",,FABIOLA.BASCUR@llimail.kom,FABIOLA.BASCUR@lamejor.cl
19873410,4,"ALEXANDRA IVAN",KROYER,RIBOT,"ALEXANDRA IVAN KROYER RIBOT",,ALEXANDRA.KROYER@llimail.kom,ALEXANDRA.KROYER@lamejor.cl
19569265,2,"CARLOS ORLANDO",FERRARI,SERRANO,"CARLOS ORLANDO FERRARI SERRANO",,CARLOS.FERRARI@llimail.kom,CARLOS.FERRARI@lamejor.cl
15109015,4,"JOSUE DAREM",KUHNOW,ORREGO,"JOSUE DAREM KUHNOW ORREGO",,JOSUE.KUHNOW@llimail.kom,JOSUE.KUHNOW@lamejor.cl
15075607,5,"LUCIANO XAVIER",URRA,ALCAÍNO,"LUCIANO XAVIER URRA ALCAÍNO",,LUCIANO.URRA@llimail.kom,LUCIANO.URRA@lamejor.cl
20195052,7,"ANTONELLA ANAEL",ARREY,SARAVIA,"ANTONELLA ANAEL ARREY SARAVIA",,ANTONELLA.ARREY@llimail.kom,ANTONELLA.ARREY@lamejor.cl
18581914,4,"ANA EXEQUIEL",DELGADO,PASTÉN,"ANA EXEQUIEL DELGADO PASTÉN",,ANA.DELGADO@llimail.kom,ANA.DELGADO@lamejor.cl
21394872,7,"REINERIO MARICELA",MATAMALA,PORTALES,"REINERIO MARICELA MATAMALA PORTALES",,REINERIO.MATAMALA@llimail.kom,REINERIO.MATAMALA@lamejor.cl
14291965,7,"CHARLOT MARCELO",ARREDONDO,ALMARZA,"CHARLOT MARCELO ARREDONDO ALMARZA",,CHARLOT.ARREDONDO@llimail.kom,CHARLOT.ARREDONDO@lamejor.cl
17825309,6,"SERGIO THAIS",INOSTROZA,JOCIC,"SERGIO THAIS INOSTROZA JOCIC",,SERGIO.INOSTROZA@llimail.kom,SERGIO.INOSTROZA@lamejor.cl
16033613,8,"DAMARIS ISIS",BEECHER,CÁDIZ,"DAMARIS ISIS BEECHER CÁDIZ",,DAMARIS.BEECHER@llimail.kom,DAMARIS.BEECHER@lamejor.cl
17733170,0,"ANAVÌ NICOLLE","DEL RIO",BONO,"ANAVÌ NICOLLE DEL RIO BONO",,"ANAVÌ.DEL RIO@llimail.kom","ANAVÌ.DEL RIO@lamejor.cl"
20750618,2,"MIGUEL PAULA",ABARCA,ZELADA,"MIGUEL PAULA ABARCA ZELADA",,MIGUEL.ABARCA@llimail.kom,MIGUEL.ABARCA@lamejor.cl
21515550,K,"GIULIANA GISELLE",ISUIZA,GUERRERO,"GIULIANA GISELLE ISUIZA GUERRERO",,GIULIANA.ISUIZA@llimail.kom,GIULIANA.ISUIZA@lamejor.cl
17968590,3,"MARIANA LUKAS",SUÁREZ,JILBERTO,"MARIANA LUKAS SUÁREZ JILBERTO",,MARIANA.SUÁREZ@llimail.kom,MARIANA.SUÁREZ@lamejor.cl
13826538,3,"OSVALDO NICOLLE",GUERRERO,SANI,"OSVALDO NICOLLE GUERRERO SANI",,OSVALDO.GUERRERO@llimail.kom,OSVALDO.GUERRERO@lamejor.cl
18292176,2,"ANAIS JULIETA",CABELLO,HUIRCAPÁN,"ANAIS JULIETA CABELLO HUIRCAPÁN",,ANAIS.CABELLO@llimail.kom,ANAIS.CABELLO@lamejor.cl
17551072,9,"ANGELICA TEAM",PALACIOS,ALVARADO,"ANGELICA TEAM PALACIOS ALVARADO",,ANGELICA.PALACIOS@llimail.kom,ANGELICA.PALACIOS@lamejor.cl
13786889,7,"JAIME MAXIMILIANO",ROBLEDO,MESÍAS,"JAIME MAXIMILIANO ROBLEDO MESÍAS",,JAIME.ROBLEDO@llimail.kom,JAIME.ROBLEDO@lamejor.cl
15063822,0,"ISEHIMY ESTEBAN",STEGER,ALIAGA,"ISEHIMY ESTEBAN STEGER ALIAGA",,ISEHIMY.STEGER@llimail.kom,ISEHIMY.STEGER@lamejor.cl
17063843,7,"ANDREE ARMANDO",ROMERO,RIVERO,"ANDREE ARMANDO ROMERO RIVERO",,ANDREE.ROMERO@llimail.kom,ANDREE.ROMERO@lamejor.cl
16186618,0,"CÉSAR ADOLFO",LABBÉ,MANZANO,"CÉSAR ADOLFO LABBÉ MANZANO",,CÉSAR.LABBÉ@llimail.kom,CÉSAR.LABBÉ@lamejor.cl
16810889,1,"ANGELINA JELITT",OROZCO,ARCOS,"ANGELINA JELITT OROZCO ARCOS",,ANGELINA.OROZCO@llimail.kom,ANGELINA.OROZCO@lamejor.cl
17550943,K,"ORIANA ELISA",MORGADO,MANQUECURA,"ORIANA ELISA MORGADO MANQUECURA",,ORIANA.MORGADO@llimail.kom,ORIANA.MORGADO@lamejor.cl
16624591,1,"CELENE LESLIE",RIOS,HONORES,"CELENE LESLIE RIOS HONORES",,CELENE.RIOS@llimail.kom,CELENE.RIOS@lamejor.cl
15040462,0,"JOSEFA ANGEL",ORTIZ,ABELLEIRA,"JOSEFA ANGEL ORTIZ ABELLEIRA",,JOSEFA.ORTIZ@llimail.kom,JOSEFA.ORTIZ@lamejor.cl
19690937,0,"JUAN YACIARA",JARA,ORTIZ,"JUAN YACIARA JARA ORTIZ",,JUAN.JARA@llimail.kom,JUAN.JARA@lamejor.cl
18524731,8,"ALEJANDRO VANESA",VALENZUELA,SALAZAR,"ALEJANDRO VANESA VALENZUELA SALAZAR",,ALEJANDRO.VALENZUELA@llimail.kom,ALEJANDRO.VALENZUELA@lamejor.cl
20373268,6,"SOL MARGARITA",BARRIGA,BENÍTEZ,"SOL MARGARITA BARRIGA BENÍTEZ",,SOL.BARRIGA@llimail.kom,SOL.BARRIGA@lamejor.cl
20054455,7,"ÁLVARO OSVALDO",JULEFF,OÑATE,"ÁLVARO OSVALDO JULEFF OÑATE",,ÁLVARO.JULEFF@llimail.kom,ÁLVARO.JULEFF@lamejor.cl
17461150,3,"ELIANA BARDINET",MENARES,MENDEZ,"ELIANA BARDINET MENARES MENDEZ",,ELIANA.MENARES@llimail.kom,ELIANA.MENARES@lamejor.cl
20432699,K,"DINA DANIELA",GALLARDO,DIAZ,"DINA DANIELA GALLARDO DIAZ",,DINA.GALLARDO@llimail.kom,DINA.GALLARDO@lamejor.cl
19204410,3,"MARION AGUSTÍN",QUIDEL,AREYUNA,"MARION AGUSTÍN QUIDEL AREYUNA",,MARION.QUIDEL@llimail.kom,MARION.QUIDEL@lamejor.cl
16612900,2,"PAOLO MARION",REYES,PRIETO,"PAOLO MARION REYES PRIETO",,PAOLO.REYES@llimail.kom,PAOLO.REYES@lamejor.cl
15071098,9,"WELLINGTON AMARO",LEIPAN,ZAMORA,"WELLINGTON AMARO LEIPAN ZAMORA",,WELLINGTON.LEIPAN@llimail.kom,WELLINGTON.LEIPAN@lamejor.cl
14622509,2,"VIVIANA SILVIA",NAVIA,CABROLIER,"VIVIANA SILVIA NAVIA CABROLIER",,VIVIANA.NAVIA@llimail.kom,VIVIANA.NAVIA@lamejor.cl
19788969,0,"AUDYCH MAGNO",RÍOS,CASTILLO,"AUDYCH MAGNO RÍOS CASTILLO",,AUDYCH.RÍOS@llimail.kom,AUDYCH.RÍOS@lamejor.cl
18854681,1,"MICAELA SEBASTIAN",ARANEDA,GUAJARDO,"MICAELA SEBASTIAN ARANEDA GUAJARDO",,MICAELA.ARANEDA@llimail.kom,MICAELA.ARANEDA@lamejor.cl
